MF PT 2 Elec IAQ Range + EE - Source Energy|Total (*),MF PT 2 Elec IAQ Range + EE - Site Energy|Total (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Total (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Cooling (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Heating (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Heating Fan/Pump (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Lights (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Lg. Appl. (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Vent Fan (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Misc. (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Total (G),MF PT 2 Elec IAQ Range + EE - Source Energy|Total (G),MF PT 2 Elec IAQ Range + EE - Site Energy|Hot Water (G),MF PT 2 Elec IAQ Range + EE - Source Energy|Cooling (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Heating (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Heating Fan/Pump (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Lights (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Lg. Appl. (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Vent Fan (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Misc. (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Hot Water (G),MF PT 2 Elec IAQ Range + EE - Living Space|Indoor Temperature,MF PT 2 Elec IAQ Range + EE - Living Space|Heating Setpoint,MF PT 2 Elec IAQ Range + EE - Living Space|Cooling Setpoint,MF PT 2 Elec IAQ Range + EE - Living Space|Indoor Humidity,MF PT 2 Elec IAQ Range + EE - Living Space|Indoor Relative Humidity,MF PT 2 Elec IAQ Range + EE - Living Space|Wind Speed (at Building),MF PT 2 Elec IAQ Range + EE - Living Space|Infiltration + Mech. Vent.,MF PT 2 Elec IAQ Range + EE - Living Space|Infiltration,MF PT 2 Elec IAQ Range + EE - Living Space|Mech. Vent. (rated),MF PT 2 Elec IAQ Range + EE - Living Space|Natural Ventilation,MF PT 2 Elec IAQ Range + EE - Living Space|System Flow Rate to Zone,MF PT 2 Elec IAQ Range + EE - Living Space|Zone Glazing Transmitted Solar,MF PT 2 Elec IAQ Range + EE - Living Space|Latent Gains/Losses,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Hot Water Use Flow Rate,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Cold Water Use Flow Rate,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Water Heater Inlet Temperature,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Delivered Hot Water Temperature,MF PT 2 Elec IAQ Range + EE - Delivered Energy|Heating Delivered (main),MF PT 2 Elec IAQ Range + EE - Delivered Energy|Cooling Delivered (sensible),MF PT 2 Elec IAQ Range + EE - Delivered Energy|Cooling Delivered (latent),MF PT 2 Elec IAQ Range + EE - Delivered Energy|DHW Delivered Energy,MF PT 2 Elec IAQ Range + EE - Delivered Energy|DHW Pipe Heat Losses - Unit,MF PT 2 Elec IAQ Range + EE - HVAC System|Total Supply Air Flow Rate,MF PT 2 Elec IAQ Range + EE - HVAC System|Supply Air Temperature,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Drybulb,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Wetbulb,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Dew Point,MF PT 2 Elec IAQ Range + EE - Weather|Ground Temperature,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Humidity Ratio,MF PT 2 Elec IAQ Range + EE - Weather|Direct Normal Solar,MF PT 2 Elec IAQ Range + EE - Weather|Total Horizontal Solar,MF PT 2 Elec IAQ Range + EE - Weather|Diffuse Horizontal Solar,MF PT 2 Elec IAQ Range + EE - Weather|Wind Speed (at Weather Station),MF PT 2 Elec IAQ Range + EE - Weather|Wind Direction,MF PT 2 Elec IAQ Range + EE - Weather|Atmospheric Pressure,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Air Density,MF PT 2 Elec IAQ Range + EE - Weather|Sky Temperature,MF PT 2 Elec IAQ Range + EE - Weather|Sky Radiation Losses,MF PT 2 Elec IAQ Range + EE - Weather|Total Vertical Solar,MF PT 2 Elec IAQ Range + EE - Weather|Mains Water Temperature
7546.95842,0.590087,6342.138169,0,0.28125,0.033867,0.020502,0.053781,0,0.200687,1105.33968,1204.820251,1105.33968,0,3022.823612,363.992114,220.351421,578.030808,0,2156.940213,1204.820251,64.203858,64,95,0.006559,50.288659,0.494837,31.299303,31.299303,0,0,20.49188,0,35.451193,0,0,64.460565,124.999722,959.626544,0,0,0,17.014886,20.49188,139.345488,41.69,38.873887,35.42,59.231708,0.004465,0,0,0,0.941667,50,0.97508,0.0766,15.533805,87.303,0,64.511866
7285.286097,0.67784,7285.286097,0,0.376186,0.047449,0.012301,0.052684,0,0.189219,0,0,0,0,4043.175154,509.971992,132.210853,566.241613,0,2033.686487,0,64.272442,64,95,0.006564,50.205455,0.411635,31.481048,31.481048,0,0,27.404724,0,30.889151,0,0,64.460565,124.999722,1283.547668,0,0,0,8.521098,27.404724,139.323224,41.33,38.66994,35.42,59.231708,0.004459,0,0,0,0.783333,50,0.97508,0.076656,15.101865,86.986014,0,64.511866
10400.0417,0.714975,7684.409382,0,0.421626,0.054321,0.008201,0.047342,0,0.183485,2491.405799,2715.632321,2491.405799,0,4531.554535,583.829238,88.140568,508.825417,0,1972.059623,2715.632321,64.298866,64,95,0.006572,50.220948,0.33719,31.693871,31.693871,0,0,30.712862,0,63.499123,2.652614,0.884124,64.501998,125.153134,1438.588741,0,0,1340.369716,2.130275,30.712862,139.2858,40.97,38.463422,35.42,59.231708,0.004453,0,0,0,0.641667,50,0.97508,0.076712,14.921686,86.853937,0,64.511866
10982.36421,0.785559,8443.02778,0,0.488998,0.064363,0.008201,0.046245,0,0.177751,2329.666448,2539.336428,2329.666448,0,5255.654324,691.763905,88.140568,497.036222,0,1910.43276,2539.336428,64.338912,64,95,0.006576,50.181751,0.284641,32.082826,32.082826,0,0,35.618313,0,37.127927,1.276077,0.414951,64.51181,125.123147,1668.46169,0,0,640.873661,2.130275,35.618313,139.241464,40.505,38.230612,35.525,59.231708,0.004459,0,0,0,0.541667,120,0.97508,0.076782,13.136318,85.559581,0,64.511866
9191.45793,0.855194,9191.45793,0,0.544138,0.069107,0.009071,0.049394,0,0.183485,0,0,0,0,5848.291093,742.744723,97.488463,530.874027,0,1972.059623,0,64.371089,64,95,0.006581,50.163139,0.201438,32.417466,32.417466,0,0,39.631825,0,22.404837,0,0,64.511864,124.645411,1856.600347,0,0,0,8.521098,39.631825,139.194549,40.07,38.074869,35.6,59.231708,0.004491,0,0,0,0.383333,170,0.97508,0.076845,11.861055,84.635041,0,64.511866
10967.30805,0.908326,9762.503807,0,0.565287,0.073983,0.024783,0.055054,0,0.189219,1105.324995,1204.804245,1105.324995,0,6075.586861,795.153806,266.366624,591.710028,0,2033.686487,1204.804245,64.380876,64,95,0.006584,50.170414,0.126994,32.720586,32.720586,0,0,41.168995,0,26.716774,0,0,64.511864,124.645411,1928.757734,0,0,0,59.565755,41.168995,139.144888,39.71,37.91102,35.6,59.231708,0.004503,0,0,0,0.241667,170,0.97508,0.076899,11.603146,84.450133,0,64.511866
12491.95694,1.16228,12491.95694,0,0.711859,0.090524,0.058184,0.077059,0.0125,0.212154,0,0,0,0,7650.913857,972.931921,625.355305,828.214421,134.3475,2280.193939,0,64.46724,64,95,0.006568,49.898728,0.074445,59.960229,9.96023,50,0,51.838877,46.723696,-232.370124,0,0,64.511864,124.645411,2428.861542,0,0,0.000043,204.205938,51.838877,139.091339,39.35,37.691266,35.6,59.231708,0.004492,50.770458,6.309582,3.856653,0.141667,170,0.97508,0.076956,11.160288,84.133148,19.005884,64.511866
11235.02166,0.921331,9902.282688,0,0.436298,0.064769,0.073631,0.103309,0.0025,0.240824,1222.696301,1332.738968,1222.696301,0,4689.241057,696.127045,791.371017,1110.345814,26.8695,2588.328256,1332.738968,64.294248,64,95,0.006555,50.100225,0.021895,32.178122,32.178122,0,0,31.768412,197.495688,58.66613,1.254837,0.416857,64.511865,125.042817,1488.647955,0,0,633.546566,216.960274,31.768412,139.043834,40.25,38.082223,35.39,59.231708,0.004454,152.020806,50.86092,20.075728,0.041667,170,0.97508,0.076822,12.005746,84.740703,61.863463,64.511866
9797.91717,0.665705,7154.864642,0,0.198444,0.032766,0.07787,0.110066,0,0.246558,2424.818833,2643.052528,2424.818833,0,2132.839816,352.167206,836.931491,1182.97101,0,2649.955119,2643.052528,64.140191,64,95,0.006552,50.348975,0.061307,29.72149,29.72149,0,0,14.448707,418.881007,-88.409914,2.126553,0.706707,64.511866,125.18848,677.092005,0,0,1073.762382,208.439175,14.448707,139.013619,42.785,38.862936,33.98,59.231708,0.004215,193.360955,108.827899,34.604215,0.116667,170,0.97508,0.076464,14.013318,86.193551,88.732666,64.511866
8853.706145,0.445941,4792.880709,0,0.004722,0.002088,0.079677,0.112897,0,0.246558,3725.527923,4060.825436,3725.527923,0,50.752279,22.437113,856.347188,1213.38901,0,2649.955119,4060.825436,64.773969,64,95,0.006538,49.147085,0.380981,26.657516,26.657516,0,0,0.343809,771.63039,-127.918928,4.088665,1.341377,64.511866,124.941564,16.111835,0,0,2057.902563,182.930503,0.343809,78.739066,46.79,39.958101,31.19,59.231708,0.003786,241.754025,167.688836,38.857099,0.725,170,0.97508,0.075911,17.167572,88.518109,111.174697,64.511866
4593.143112,0.427357,4593.143112,0,0,0,0.07749,0.103309,0,0.246558,0,0,0,0,0,0,832.842179,1110.345814,0,2649.955119,0,66.997932,64,95,0.006508,45.296962,0.853923,26.346644,26.346644,0,0,0,1253.723214,-254.682536,0.010078,0.003305,64.511866,124.924633,0,0,0,5.072026,165.915617,0,66.685764,51.785,41.391964,27.845,59.231708,0.003294,288.9584,218.916892,34.472138,1.625,170,0.97508,0.075229,22.398665,92.480424,123.369667,64.511866
5947.368268,0.441381,4743.876424,0,0,0,0.07446,0.11463,0,0.252292,1104.120958,1203.491845,1104.120958,0,0,0,800.276626,1232.017815,0,2711.581982,1203.491845,69.74058,64,95,0.006467,40.973676,1.326865,30.599067,30.599067,0,0,0,1741.774509,-363.841471,0,0,64.511866,124.930172,0,0,0,0,131.885846,0,66.685764,56.375,42.74598,24.74,59.231708,0.002871,327.709837,253.444396,26.3626,2.525,170,0.97508,0.07461,27.793458,96.680478,124.543204,64.511866
4912.039669,0.457027,4912.039669,0,0,0,0.072273,0.126729,0,0.258026,0,0,0,0,0,0,776.771617,1362.059207,0,2773.208845,0,72.442105,64,95,0.006404,37.018935,1.861114,40.158661,40.158661,0,0,0,2052.758587,-564.51175,0,0,64.511866,124.930172,0,0,0,0,114.870961,0,66.685764,59.885,43.795265,22.385,59.231708,0.002565,330.800443,254.866685,25.385229,3.541667,170,0.97508,0.074143,32.071683,100.114484,113.048091,64.511866
5940.137612,0.440818,4737.823974,0,0,0,0.071629,0.111163,0,0.258026,1103.040035,1202.313638,1103.040035,0,0,0,769.854924,1194.760205,0,2773.208845,1202.313638,74.223754,64,95,0.0063,34.292922,2.377846,52.119468,52.119468,0,0,0,2120.987416,-769.807964,0,0,64.511866,124.930172,0,0,0,0,102.089313,0,66.685764,61.79,44.72665,22.4,59.231708,0.00257,308.875635,226.699047,28.872066,4.525,175.833333,0.97508,0.073871,34.369033,101.989979,107.49441,64.511866
4848.579781,0.451123,4848.579781,0,0,0,0.072102,0.126729,0,0.252292,0,0,0,0,0,0,774.938592,1362.059207,0,2711.581982,0,75.14662,64,95,0.006182,32.634367,2.390984,53.062877,53.062877,0,0,0,1959.87316,-722.487283,0,0,64.511866,124.930172,0,0,0,0,102.089313,0,66.685764,61.4,44.715769,23.21,59.231708,0.002652,267.878886,176.597419,32.913627,4.55,197.5,0.97508,0.073917,34.176985,101.831487,115.505578,64.511866
9209.768339,0.446548,4799.404967,0,0,0,0.075552,0.107236,0,0.26376,4046.204928,4410.363372,4046.204928,0,0,0,812.016249,1152.553009,0,2834.835709,4410.363372,74.263072,64,72,0.005984,32.546926,2.50484,56.146831,56.146831,0,82.140012,0,1606.00472,-1888.01387,4.766371,1.567931,64.511866,124.989077,0,0,0,2400.603501,89.334977,0,66.685764,60.275,44.478788,24.41,59.231708,0.002793,225.112303,116.836659,29.321128,4.766667,227.5,0.97508,0.07406,32.793253,100.695623,108.58578,64.511866
7243.34185,0.540147,5805.393275,0,0,0,0.086469,0.178451,0,0.275227,1319.218876,1437.948575,1319.218876,0,0,0,929.351237,1917.952603,0,2958.089435,1437.948575,73.856675,64,72,0.00573,31.603593,2.588043,58.789619,58.789619,0,67.014277,0,1067.581104,-1381.893906,2.148512,0.71152,64.511866,125.067206,0,0,0,1083.90825,119.104199,0,66.685764,58.43,44.019577,25.79,59.231708,0.002993,167.658741,54.284281,19.01911,4.925,216.666667,0.97508,0.0743,28.445185,97.208786,83.424511,64.511866
8710.501405,0.698557,7507.952,0,0,0,0.110481,0.264913,0.025,0.298163,1103.256335,1202.549406,1103.256335,0,0,0,1187.428718,2847.231393,268.695,3204.596888,1202.549406,73.301455,64,95,0.005558,31.236437,2.154513,111.615821,11.615822,99.999999,0,0,269.687522,-923.149902,0,0,64.511866,125.032274,0,0,0,0,157.394519,0,66.685764,56.015,43.01931,26.45,59.231708,0.003075,51.959153,7.089603,4.226469,4.1,182.5,0.97508,0.074638,24.613038,94.171012,19.142323,64.511866
13993.87017,0.671869,7221.112421,0,0,0,0.142563,0.220409,0.005,0.303897,6213.539223,6772.757753,6213.539223,0,0,0,1532.236892,2368.912778,53.739,3266.223751,6772.757753,73.749408,64,95,0.005493,30.41834,1.585231,39.539209,39.539209,0,0,0,0,166.245917,8.692029,2.861124,64.511866,124.979985,0,0,0,4378.468032,187.191052,0,66.685764,54.095,42.090663,26.6,59.231708,0.003087,0,0,0,3.016667,170,0.97508,0.074915,22.804044,92.770994,0,64.511866
6301.823339,0.586336,6301.823339,0,0,0,0.162085,0.137556,0,0.286695,0,0,0,0,0,0,1742.0588,1478.421378,0,3081.343161,0,72.525517,64,95,0.005507,31.784033,1.304969,35.860315,35.860315,0,0,0,0,-23.297539,0,0,64.511866,124.959561,0,0,0,0,178.669954,0,66.685764,52.58,41.222869,26.39,59.231708,0.003041,0,0,0,2.483333,170,0.97508,0.075142,21.390572,91.687961,0,64.511866
6822.305208,0.522803,5618.977196,0,0,0,0.152227,0.101082,0,0.269494,1103.970653,1203.328012,1103.970653,0,0,0,1636.107446,1086.407179,0,2896.462572,1203.328012,70.424765,64,95,0.005501,34.08739,1.199871,33.623598,33.623598,0,0,0,0,-28.865812,0.106018,0.035272,64.511866,125.04416,0,0,0,53.54661,161.655068,0,66.685764,51.56,40.743612,26.45,59.231708,0.003059,0,0,0,2.283333,170,0.97508,0.07529,20.627529,91.106822,0,64.511866
6399.216988,0.465659,5004.811089,0,0,0,0.121799,0.085834,0,0.258026,1279.271467,1394.405899,1279.271467,0,0,0,1309.074261,922.527982,0,2773.208845,1394.405899,69.082,64,95,0.005501,35.688708,1.094773,31.713221,31.713221,0,0,0,0,46.715917,1.792421,0.593169,64.511866,125.151997,0,0,0,904.102212,131.885846,0,66.685764,50.945,40.532487,26.81,59.231708,0.003105,0,0,0,2.083333,170,0.97508,0.075375,20.209211,90.789836,0,64.511866
5582.449797,0.407382,4378.45778,0,0,0,0.107121,0.070905,0,0.229356,1104.579833,1203.992018,1104.579833,0,0,0,1151.31466,762.06859,0,2465.074529,1203.992018,67.647149,64,95,0.005507,37.531617,0.989675,29.979362,29.979362,0,0,0,0,29.90402,0,0,64.511866,124.989749,0,0,0,0,114.870961,0,66.685764,50.3,40.317808,27.17,59.231708,0.003156,0,0,0,1.883333,170,0.97508,0.075464,19.544224,90.287943,0,64.511866
3312.994443,0.308249,3312.994443,0,0,0,0.04129,0.060539,0,0.206421,0,0,0,0,0,0,443.771363,650.656004,0,2218.567076,0,66.392147,64,95,0.005512,39.230817,0.884576,28.509913,28.509913,0,0,0,0,40.484971,0,0,64.511866,124.989749,0,0,0,0,63.798993,0,66.685764,49.58,40.003457,27.53,59.231708,0.003181,0,0,0,1.683333,170,0.97508,0.075568,18.947648,89.838881,0,64.511866
4159.821949,0.27497,2955.322442,0,0,0,0.020502,0.053781,0,0.200687,1105.04542,1204.499507,1105.04542,0,0,0,220.351421,578.030808,0,2156.940213,1204.499507,65.266208,64,95,0.005519,40.842588,0.779478,27.279056,27.279056,0,0,0,0,51.628552,0,0,64.511866,124.989749,0,0,0,0,17.014886,0,66.685764,48.86,39.707041,27.89,59.231708,0.003214,0,0,0,1.483333,170,0.97508,0.075671,18.27737,89.336988,0,64.565189
2732.138952,0.254204,2732.138952,0,0,0,0.012301,0.052684,0,0.189219,0,0,0,0,0,0,132.210853,566.241613,0,2033.686487,0,64.432526,64,95,0.005528,42.112984,0.67438,26.325676,26.325676,0,0,0,0,69.644769,0,0,64.511866,124.989749,0,0,0,0,8.521098,0,66.685764,48.245,39.55596,28.25,59.231708,0.003287,0,0,0,1.283333,100,0.97508,0.075754,17.67603,88.887925,0,64.565189
4461.154981,0.302972,3256.279568,0,0.058479,0.005465,0.008201,0.047342,0,0.183485,1105.390287,1204.875413,1105.390287,0,628.515593,58.738367,88.140568,508.825417,0,1972.059623,1204.875413,64.043782,64,95,0.005539,42.777658,0.569282,25.920448,25.920448,0,0,4.256994,0,75.759129,0,0,64.511866,124.989749,199.52876,0,0,0,2.130275,4.256994,126.962105,47.6,39.367413,28.61,59.231708,0.003351,0,0,0,1.083333,50,0.97508,0.075842,17.24989,88.57094,0,64.565189
4273.733899,0.397638,4273.733899,0,0.14772,0.017721,0.008201,0.046245,0,0.177751,0,0,0,0,1587.661056,190.463293,88.140568,497.036222,0,1910.43276,0,64.106405,64,95,0.005553,42.792451,0.464184,26.261584,26.261584,0,0,10.747208,0,75.867141,0,0,64.511866,124.989749,504.019383,0,0,0,2.130275,10.747208,139.062024,46.88,39.103961,28.97,59.231708,0.0034,0,0,0,0.883333,50,0.97508,0.075944,16.822605,88.253955,0,64.565189
6462.338156,0.489167,5257.468214,0,0.219764,0.027454,0.009071,0.049394,0,0.183485,1105.385268,1204.869942,1105.385268,0,2361.980642,295.065458,97.488463,530.874027,0,1972.059623,1204.869942,64.157964,64,95,0.005567,42.819022,0.359085,26.745324,26.745324,0,0,15.981181,0,79.901394,0.048058,0.015893,64.514414,125.01932,749.835124,0,0,24.207942,8.521098,15.981181,139.090871,46.16,38.826785,29.33,59.231708,0.003443,0,0,0,0.683333,50,0.97508,0.076047,16.143286,87.752062,0,64.565189
7269.38875,0.564261,6064.5667,0,0.261513,0.033691,0.024783,0.055054,0,0.189219,1105.34133,1204.82205,1105.34133,0,2810.694248,362.109313,266.366624,591.710028,0,2033.686487,1204.82205,64.187794,64,95,0.00558,42.870705,0.253987,27.214065,27.214065,0,0,19.013816,0,85.535673,0,0,64.517957,125.060434,892.283888,0,0,0,59.565755,19.013816,139.08396,45.545,38.625302,29.69,59.231708,0.003496,0,0,0,0.483333,50,0.97508,0.076133,15.533805,87.303,0,64.565189
9866.437217,0.793552,8528.933399,0,0.386036,0.047618,0.058184,0.077059,0.0125,0.212154,1227.067723,1337.503818,1227.067723,0,4149.037978,511.784256,625.355305,828.214421,134.3475,2280.193939,1337.503818,64.268369,64,95,0.005573,42.699011,0.148889,57.220172,7.220172,50,0,28.06567,48.30377,-156.421641,1.300966,0.427246,64.531098,125.005584,1317.154914,0,0,654.198182,204.205938,28.06567,139.058608,44.9,38.47585,30.05,59.231708,0.003577,57.427147,6.471723,3.69816,0.283333,50,0.97508,0.076221,15.101865,86.986014,21.075427,64.565189
8027.423566,0.620932,6673.647962,0,0.171472,0.029195,0.073631,0.103309,0.0025,0.240824,1241.995967,1353.775604,1241.995967,0,1842.948444,313.784931,791.371017,1110.345814,26.8695,2588.328256,1353.775604,64.122867,64,95,0.005572,42.912367,0.166405,27.420442,27.420442,0,0,12.465684,190.578571,129.174175,1.442985,0.472627,64.564784,124.882016,585.062998,0,0,725.136442,216.960274,12.465684,139.03455,45.23,38.681033,29.99,59.231708,0.00359,176.006017,53.86645,17.988909,0.316667,50,0.97508,0.076169,15.425501,87.223753,67.15768,64.565189
6180.811455,0.462976,4975.968233,0,0.022974,0.005507,0.07787,0.110066,0,0.246558,1105.360754,1204.843222,1105.360754,0,246.917298,59.193315,836.931491,1182.97101,0,2649.955119,1204.843222,64.212827,64,95,0.005578,42.821216,0.700655,25.852723,25.852723,0,0,1.670121,403.588826,-47.508459,0.02127,0.006989,64.565143,124.907116,78.386444,0,0,10.697144,208.439175,1.670121,90.725021,48.935,40.304531,29.21,59.231708,0.003457,238.504927,118.454072,27.022986,1.333333,50,0.97508,0.075631,18.75209,89.706804,97.446905,64.565189
6151.469022,0.439131,4719.691317,0,0,0,0.079677,0.112897,0,0.246558,1313.557528,1431.777705,1313.557528,0,0,0,856.347188,1213.38901,0,2649.955119,1431.777705,66.088801,64,95,0.005569,40.059998,0.928367,24.156561,24.156561,0,0,0,784.033357,-36.124367,2.346647,0.767705,64.565161,124.916332,0,0,0,1178.908183,182.930503,0,66.574678,53.885,42.947946,29.6,59.231708,0.003522,272.633664,176.989577,32.015502,1.766667,50,0.97508,0.074894,23.510297,93.325718,116.88646,64.565189
12111.64925,0.427357,4593.143112,0,0,0,0.07749,0.103309,0,0.246558,6897.712049,7518.506133,6897.712049,0,0,0,832.842179,1110.345814,0,2649.955119,7518.506133,69.009978,64,95,0.005573,36.26591,1.024707,24.928474,24.928474,0,0,0,1257.954163,53.424685,8.395849,2.746803,64.565189,124.760233,0,0,0,4217.944327,165.915617,0,66.574678,57.125,44.696337,29.885,59.231708,0.003599,291.203712,220.099083,34.445722,1.95,256.666667,0.97508,0.074415,26.570958,95.703107,124.218726,64.565189
4743.876424,0.441381,4743.876424,0,0,0,0.07446,0.11463,0,0.252292,0,0,0,0,0,0,800.276626,1232.017815,0,2711.581982,0,71.73451,64,95,0.005571,33.029951,1.248041,27.994772,27.994772,0,0,0,1679.616746,-130.33869,0,0,64.565189,124.568357,0,0,0,0,131.885846,0,66.574678,59.99,45.508892,28.4,59.231708,0.00334,299.550988,242.666254,35.132523,2.375,250,0.97508,0.074036,28.802355,97.472941,121.019569,64.565189
6114.414456,0.457027,4912.039669,0,0,0,0.072273,0.126729,0,0.258026,1103.096134,1202.374786,1103.096134,0,0,0,776.771617,1362.059207,0,2773.208845,1202.374786,74.294098,64,95,0.005548,30.16842,1.221766,28.036635,28.036635,0,0,0,1960.806408,-166.192151,0,0,64.565189,124.568357,0,0,0,0,114.870961,0,66.574678,62.075,45.705943,25.925,59.231708,0.002967,299.550988,242.868485,35.079692,2.325,250,0.97508,0.073784,30.255837,98.63522,109.971764,64.565189
5747.621544,0.440818,4737.823974,0,0,0,0.071629,0.111163,0,0.258026,926.419789,1009.79757,926.419789,0,0,0,769.854924,1194.760205,0,2773.208845,1009.79757,76.119146,64,95,0.005517,28.227065,1.309348,30.906376,30.906376,0,0,0,2071.545881,-231.32102,0.778146,0.245101,64.565189,124.525478,0,0,0,387.340208,102.089313,0,66.574678,62.075,45.28311,24.485,59.231708,0.002767,291.335789,220.751949,34.287229,2.491667,238.333333,0.97508,0.073807,29.894038,98.34465,106.239893,64.565189
7789.639188,0.451123,4848.579781,0,0,0,0.072102,0.126729,0,0.252292,2698.219639,2941.059407,2698.219639,0,0,0,774.938592,1362.059207,0,2711.581982,2941.059407,77.280617,64,95,0.005485,26.998217,1.54144,36.650043,36.650043,0,0,0,1982.592316,-231.221811,3.572017,1.172392,64.565189,124.912418,0,0,0,1795.950731,102.089313,0,66.574678,60.65,44.738214,25.1,59.231708,0.00283,273.056311,178.353085,32.068333,2.933333,230,0.97508,0.074002,28.706227,97.393694,116.753457,64.565189
6072.751065,0.446548,4799.404967,0,0,0,0.075552,0.107236,0,0.26376,1168.207429,1273.346098,1168.207429,0,0,0,812.016249,1152.553009,0,2834.835709,1273.346098,77.788883,64,72,0.005448,26.373033,1.629022,38.106499,38.106499,0,0,0,1663.373828,-152.263685,0.74235,0.23925,64.565189,124.846978,0,0,0,371.575135,89.334977,0,66.574678,61.265,46.774628,30.425,59.231708,0.003667,239.165313,120.144748,27.207894,3.1,230,0.97508,0.073816,30.506977,98.846543,112.110833,64.565189
9868.0948,0.540147,5805.393275,0,0,0,0.086469,0.178451,0,0.275227,3727.249106,4062.701525,3727.249106,0,0,0,929.351237,1917.952603,0,2958.089435,4062.701525,78.417135,64,72,0.005449,25.838158,1.598368,38.305149,38.305149,0,0,0,1108.88139,108.983971,4.998318,1.637902,64.565189,124.89827,0,0,0,2512.077472,119.104199,0,66.574678,60.875,47.788366,34.115,59.231708,0.004246,177.43245,55.667581,18.332309,3.041667,230,0.97508,0.073803,31.006154,99.242774,86.566599,64.565189
7507.952,0.698557,7507.952,0,0,0,0.110481,0.264913,0.025,0.298163,0,0,0,0,0,0,1187.428718,2847.231393,268.695,3204.596888,0,76.507168,64,95,0.005441,27.483091,1.453858,106.42505,6.425051,99.999999,0,0,283.10512,-184.410052,0,0,64.565189,124.733366,0,0,0,0,157.394519,0,66.574678,58.745,46.837189,34.235,59.231708,0.004257,54.917681,7.199798,4.173638,2.766667,230,0.97508,0.074105,29.03517,97.657849,20.066659,64.565189
8601.297682,0.671869,7221.112421,0,0,0,0.142563,0.220409,0.005,0.303897,1266.22501,1380.185261,1266.22501,0,0,0,1532.236892,2368.912778,53.739,3266.223751,1380.185261,76.427797,64,95,0.00545,27.601695,1.304969,35.27933,35.27933,0,0,0,0,309.445019,1.696071,0.558637,64.565189,124.920316,0,0,0,853.498411,187.191052,0,66.574678,56.87,45.891938,34.055,59.231708,0.004222,0,0,0,2.483333,230,0.97508,0.074378,27.275157,96.257831,0,64.565189
8981.691676,0.586336,6301.823339,0,0,0,0.162085,0.137556,0,0.286695,2458.594804,2679.868337,2458.594804,0,0,0,1742.0588,1478.421378,0,3081.343161,2679.868337,74.883157,64,95,0.005491,29.274195,1.199871,34.258721,34.258721,0,0,0,0,225.946098,2.45043,0.8186,64.565189,125.142846,0,0,0,1237.459981,178.669954,0,66.574678,55.175,44.956377,33.665,59.231708,0.004158,0,0,0,2.283333,230,0.97508,0.07463,25.663572,94.98989,0,64.565189
8505.98332,0.522803,5618.977196,0,0,0,0.152227,0.101082,0,0.269494,2648.629471,2887.006124,2648.629471,0,0,0,1636.107446,1086.407179,0,2896.462572,2887.006124,72.804508,64,95,0.005519,31.552884,1.094773,32.362915,32.362915,0,0,0,0,205.445221,3.030403,1.016469,64.565189,125.187796,0,0,0,1531.904535,161.655068,0,66.574678,53.975,44.386541,33.545,59.231708,0.00416,0,0,0,2.083333,230,0.97508,0.074804,24.513743,94.091765,0,64.565189
5004.811089,0.465659,5004.811089,0,0,0,0.121799,0.085834,0,0.258026,0,0,0,0,0,0,1309.074261,922.527982,0,2773.208845,0,71.242178,64,95,0.005552,33.460544,0.989675,30.744017,30.744017,0,0,0,0,188.167939,0,0,64.565189,125.294743,0,0,0,0,131.885846,0,66.574678,53.075,44.037205,33.725,59.231708,0.0042,0,0,0,1.883333,230,0.97508,0.074931,23.696086,93.457795,0,64.565189
5581.726883,0.407382,4378.45778,0,0,0,0.107121,0.070905,0,0.229356,1103.916608,1203.269103,1103.916608,0,0,0,1151.31466,762.06859,0,2465.074529,1203.269103,69.602051,64,95,0.00558,35.555618,0.884576,29.095828,29.095828,0,0,0,0,184.285672,0,0,64.565189,125.294743,0,0,0,0,114.870961,0,66.574678,52.175,43.669362,33.905,59.231708,0.004232,0,0,0,1.683333,230,0.97508,0.075059,22.874257,92.823825,0,64.565189
