MF PT 2 Baseline - Source Energy|Total (*),MF PT 2 Baseline - Site Energy|Total (E),MF PT 2 Baseline - Source Energy|Total (E),MF PT 2 Baseline - Site Energy|Cooling (E),MF PT 2 Baseline - Site Energy|Heating (E),MF PT 2 Baseline - Site Energy|Heating Fan/Pump (E),MF PT 2 Baseline - Site Energy|Lights (E),MF PT 2 Baseline - Site Energy|Lg. Appl. (E),MF PT 2 Baseline - Site Energy|Vent Fan (E),MF PT 2 Baseline - Site Energy|Misc. (E),MF PT 2 Baseline - Site Energy|Total (G),MF PT 2 Baseline - Source Energy|Total (G),MF PT 2 Baseline - Site Energy|Hot Water (G),MF PT 2 Baseline - Site Energy|Lg. Appl. (G),MF PT 2 Baseline - Source Energy|Cooling (E),MF PT 2 Baseline - Source Energy|Heating (E),MF PT 2 Baseline - Source Energy|Heating Fan/Pump (E),MF PT 2 Baseline - Source Energy|Lights (E),MF PT 2 Baseline - Source Energy|Lg. Appl. (E),MF PT 2 Baseline - Source Energy|Vent Fan (E),MF PT 2 Baseline - Source Energy|Misc. (E),MF PT 2 Baseline - Source Energy|Hot Water (G),MF PT 2 Baseline - Source Energy|Lg. Appl. (G),MF PT 2 Baseline - Living Space|Indoor Temperature,MF PT 2 Baseline - Living Space|Heating Setpoint,MF PT 2 Baseline - Living Space|Cooling Setpoint,MF PT 2 Baseline - Living Space|Indoor Humidity,MF PT 2 Baseline - Living Space|Indoor Relative Humidity,MF PT 2 Baseline - Living Space|Wind Speed (at Building),MF PT 2 Baseline - Living Space|Infiltration + Mech. Vent.,MF PT 2 Baseline - Living Space|Infiltration,MF PT 2 Baseline - Living Space|Mech. Vent. (rated),MF PT 2 Baseline - Living Space|Natural Ventilation,MF PT 2 Baseline - Living Space|System Flow Rate to Zone,MF PT 2 Baseline - Living Space|Zone Glazing Transmitted Solar,MF PT 2 Baseline - Living Space|Latent Gains/Losses,MF PT 2 Baseline - Domestic Water System|Hot Water Use Flow Rate,MF PT 2 Baseline - Domestic Water System|Cold Water Use Flow Rate,MF PT 2 Baseline - Domestic Water System|Water Heater Inlet Temperature,MF PT 2 Baseline - Domestic Water System|Delivered Hot Water Temperature,MF PT 2 Baseline - Delivered Energy|Heating Delivered (main),MF PT 2 Baseline - Delivered Energy|Cooling Delivered (sensible),MF PT 2 Baseline - Delivered Energy|Cooling Delivered (latent),MF PT 2 Baseline - Delivered Energy|DHW Delivered Energy,MF PT 2 Baseline - Delivered Energy|DHW Pipe Heat Losses - Unit,MF PT 2 Baseline - HVAC System|Total Supply Air Flow Rate,MF PT 2 Baseline - HVAC System|Supply Air Temperature,MF PT 2 Baseline - Weather|Outdoor Drybulb,MF PT 2 Baseline - Weather|Outdoor Wetbulb,MF PT 2 Baseline - Weather|Outdoor Dew Point,MF PT 2 Baseline - Weather|Ground Temperature,MF PT 2 Baseline - Weather|Outdoor Humidity Ratio,MF PT 2 Baseline - Weather|Direct Normal Solar,MF PT 2 Baseline - Weather|Total Horizontal Solar,MF PT 2 Baseline - Weather|Diffuse Horizontal Solar,MF PT 2 Baseline - Weather|Wind Speed (at Weather Station),MF PT 2 Baseline - Weather|Wind Direction,MF PT 2 Baseline - Weather|Atmospheric Pressure,MF PT 2 Baseline - Weather|Outdoor Air Density,MF PT 2 Baseline - Weather|Sky Temperature,MF PT 2 Baseline - Weather|Sky Radiation Losses,MF PT 2 Baseline - Weather|Total Vertical Solar,MF PT 2 Baseline - Weather|Mains Water Temperature
5363.236574,0.468697,5037.464308,0,0,0,0.141075,0.060058,0,0.267564,298.873639,325.772266,0,298.873639,0,0,0,1516.25009,645.490042,0,2875.724176,0,325.772266,79.499126,64,95,0.006357,29.062804,0,26.100512,26.100512,0,0,0,0,252.679279,0,0,63.873551,124.365377,0,0,0,0,208.400128,0,66.735952,62.375,50.463335,39.455,61.095585,0.005269,0,0,0,0,200,0.97508,0.073471,33.95188,101.646579,0,63.873551
13148.67762,0.419576,4509.520401,0,0,0,0.106834,0.056564,0,0.256178,7925.832313,8639.157221,7712.351142,213.48117,0,0,0,1148.229343,607.938123,0,2753.352935,8406.462745,232.694476,77.585912,64,95,0.00641,31.200354,0,25.365144,25.365144,0,0,0,0,900.760947,9.676314,3.099006,63.873551,124.355433,0,0,0,4909.591696,170.022676,0,66.735952,60.86,49.720453,39.275,61.095585,0.005225,0,0,0,0,200,0.97508,0.07369,32.40522,100.378638,0,63.873551
4145.470333,0.371848,3996.545868,0,0,0,0.091924,0.05221,0,0.227714,136.627949,148.924465,0,136.627949,0,0,0,987.978818,561.14222,0,2447.424831,0,148.924465,75.327133,64,95,0.006462,33.908497,0,25.015874,25.015874,0,0,0,0,227.11414,0,0,63.873551,123.891397,0,0,0,0,148.087673,0,66.735952,59.315,48.919509,39.095,61.095585,0.005163,0,0,0,0,200,0.97508,0.073916,30.843837,99.110697,0,63.873551
4568.242499,0.293946,3159.276389,0,0,0,0.04129,0.047714,0,0.204943,1292.629459,1408.96611,1198.697744,93.931715,0,0,0,443.771363,512.822678,0,2202.682348,1306.580541,102.385569,72.801727,64,95,0.006496,37.085903,0,23.825561,23.825561,0,0,0,0,229.602959,1.238861,0.395963,63.873551,124.558423,0,0,0,628.26772,82.247457,0,66.735952,57.8,48.110625,38.915,61.095585,0.005097,0,0,0,0,200,0.97508,0.07414,29.2674,97.842757,0,63.873551
8159.804021,0.265409,2852.559599,0,0,0,0.020502,0.045657,0,0.19925,4869.03158,5307.244422,4809.256852,59.774728,0,0,0,220.351421,490.711451,0,2141.496727,5242.089969,65.154453,71.047142,64,95,0.00653,39.550603,0,23.401528,23.401528,0,0,0,0,281.437575,5.533864,1.803938,63.872501,125.284041,0,0,0,2820.23029,21.935002,0,66.735952,56.255,47.361828,38.735,61.095585,0.005074,0,0,0,0,200,0.97508,0.074365,27.675563,96.574816,0,63.868771
2695.38481,0.244723,2630.230356,0,0,0,0.012301,0.044557,0,0.187864,59.774728,65.154453,0,59.774728,0,0,0,132.210853,478.894018,0,2019.125485,0,65.154453,69.593877,64,95,0.006561,41.763829,0,23.654617,23.654617,0,0,0,0,186.949895,0,0,63.868771,124.936481,0,0,0,0,10.985106,0,66.735952,54.74,46.567898,38.45,61.095585,0.005026,0,0,0,0,200,0.97508,0.07459,26.304262,95.491783,0,63.868771
3746.625413,0.233112,2505.436673,0,0,0,0.008201,0.04274,0,0.182171,1138.705267,1241.18874,1104.548279,34.156987,0,0,0,88.140568,459.35624,0,1957.939865,1203.957624,37.231116,67.97469,64,95,0.006585,44.302037,0,23.439526,23.439526,0,0,0,0,173.303788,0,0,63.868771,124.936481,0,0,0,0,2.746276,0,66.735952,53.195,45.742303,38.195,61.095585,0.004976,0,0,0,0,200,0.97508,0.074821,24.851721,94.35592,0,63.868771
2469.664735,0.226319,2432.433619,0,0,0,0.008201,0.04164,0,0.176478,34.156987,37.231116,0,34.156987,0,0,0,88.140568,447.538807,0,1896.754244,0,37.231116,66.688127,64,95,0.006611,46.48857,0,23.662477,23.662477,0,0,0,0,165.333082,0,0,63.868771,124.936481,0,0,0,0,2.746276,0,66.735952,51.68,44.980424,38.015,61.095585,0.004955,0,0,0,0,200,0.97508,0.075045,23.456184,93.272887,0,63.868771
3768.993723,0.232548,2499.374062,0,0,0,0.009117,0.041259,0,0.182171,1164.788679,1269.619661,1105.013952,59.774728,0,0,0,97.992477,443.44172,0,1957.939865,1204.465207,65.154453,65.597593,64,95,0.006635,48.455113,0,24.086566,24.086566,0,0,0,0,159.953727,0,0,63.868771,124.936481,0,0,0,0,10.985106,0,66.735952,50.135,44.150784,37.835,61.095585,0.004913,0,0,0,0,200,0.97508,0.075277,21.977623,92.137023,0,63.868771
2844.126431,0.255098,2741.740862,0,0,0,0.025017,0.042217,0,0.187864,93.931715,102.385569,0,93.931715,0,0,0,268.879862,453.735515,0,2019.125485,0,102.385569,64.718456,64,95,0.006658,50.134672,0,24.713127,24.713127,0,0,0,0,153.699991,0,0,63.868771,124.936481,0,0,0,0,76.790113,0,66.735952,48.62,43.308167,37.655,61.095585,0.004865,0,0,0,0,200,0.97508,0.075507,20.3119,90.869083,0,63.868771
6218.130529,0.444796,4780.579395,0,0.105006,0.010154,0.058733,0.047768,0.0125,0.210635,1318.854251,1437.551134,1105.373081,213.48117,0,1128.57832,109.131252,631.255693,513.398661,134.3475,2263.867969,1204.856658,232.694476,64.080422,64,95,0.006661,51.282752,0,56.142422,6.142423,50,0,7.642487,6.414075,-102.516897,0,0,63.868771,124.936481,358.278832,0,0,0,263.255239,7.642487,127.036136,47.075,42.490647,37.475,61.095585,0.00484,14.502072,1.013363,0.766048,0,200,0.97508,0.075741,18.876182,89.78605,4.187142,63.868771
10152.66581,0.394341,4238.296011,0,0.018322,0.006056,0.074326,0.054037,0.0025,0.2391,5426.027338,5914.369798,5067.378971,358.648366,0,196.926367,65.084112,798.837806,580.782153,26.8695,2569.796072,5523.443079,390.926719,64.130781,64,95,0.006671,51.269725,0,24.60028,24.60028,0,0,1.333868,138.702798,266.980721,6.265324,2.026914,63.868771,124.915252,62.516307,0,0,3187.060834,279.697688,1.333868,90.837622,47.975,42.915143,37.4,61.095585,0.004831,174.790907,34.326047,9.588801,0,200,0.97508,0.075608,19.820088,90.499267,61.165176,63.868771
5939.067882,0.379875,4082.8153,0,0,0,0.078987,0.056095,0,0.244793,1702.984021,1856.252582,1310.178667,392.805354,0,0,0,848.940226,602.893381,0,2630.981693,1428.094747,428.157836,64.646782,64,95,0.006701,50.576706,0,17.500005,17.500005,0,0,0,442.812394,114.938289,2.028452,0.663176,63.868771,125.109665,0,0,0,1034.507583,268.712583,0,66.724233,54.665,46.074556,36.875,61.095585,0.00481,265.554328,98.778329,15.95492,0,200,0.97508,0.074629,25.847034,95.174798,102.141972,63.868771
5762.506796,0.38256,4111.673157,0,0,0,0.081193,0.056573,0,0.244793,1514.526274,1650.833639,1104.642427,409.883847,0,0,0,872.651186,608.040278,0,2630.981693,1204.060245,446.773394,67.061418,64,95,0.006712,46.609987,0,10.67834,10.67834,0,0,0,931.331686,75.56222,0,0,63.868771,125.115195,0,0,0,0,235.827683,0,66.724233,61.895,48.591125,34.925,61.095585,0.004418,311.0417,159.901216,18.305894,0,200,0.97508,0.073639,32.131591,100.167315,124.307484,63.868771
11718.28171,0.377816,4060.688248,0,0,0,0.078986,0.054037,0,0.244793,7025.315102,7657.593462,6666.666736,358.648366,0,0,0,848.924401,580.782153,0,2630.981693,7266.666742,390.926719,71.564369,64,95,0.006725,40.088551,0.030654,6.995122,6.995122,0,0,0,1486.733846,244.137466,10.071896,3.220898,63.868771,125.054083,0,0,0,5108.987776,213.892681,0,66.724233,68.105,50.771605,33.38,61.095585,0.004139,333.917464,205.096417,18.966279,0.058333,200,0.975656,0.072848,37.821757,104.895677,132.93589,63.868771
5307.524486,0.382366,4109.58864,0,0,0,0.075927,0.055953,0,0.250485,1099.023712,1197.935846,672.061371,426.962341,0,0,0,816.051584,601.369743,0,2692.167314,732.546894,465.388952,76.63932,64,95,0.006745,33.924637,0.297778,7.79498,7.79498,0,0,0,1950.888694,96.48512,0.004844,0.001457,63.868771,123.874806,0,0,0,2.421803,170.022676,0,66.724233,73.4,52.801924,32.87,61.095585,0.004027,343.796835,228.920401,19.01911,0.566667,200,0.976067,0.072167,42.627578,108.990068,130.361013,63.868771
4719.239887,0.389726,4188.696482,0,0,0,0.07372,0.059828,0,0.256178,486.737069,530.543405,0,486.737069,0,0,0,792.324799,643.018749,0,2753.352935,0,530.543405,81.43401,64,95,0.006756,29.016007,0.748825,13.466356,13.466356,0,0,0,2243.01128,29.182027,0,0,63.868771,123.890085,0,0,0,0,148.087673,0,66.724233,77.3,54.154196,31.985,61.095585,0.003895,343.664758,228.916733,19.01911,1.425,200,0.976067,0.071658,46.034232,111.975012,118.370568,63.868771
5804.734661,0.386442,4153.406593,0,0,0,0.07307,0.057194,0,0.256178,1514.979879,1651.328068,1122.174525,392.805354,0,0,0,785.342845,614.710814,0,2753.352935,1223.170232,428.157836,85.083781,64,95,0.006748,25.751209,1.283074,24.538622,24.538622,0,0,0,2338.589569,-142.941941,0.494184,0.15471,63.868771,124.495242,0,0,0,249.397302,131.610015,0,66.724233,78.59,54.509379,31.25,61.095585,0.003804,333.626894,205.153882,18.966279,2.441667,200,0.976067,0.071496,47.171197,112.978799,108.990157,63.868771
5924.26625,0.384267,4130.020158,0,0,0,0.073953,0.059828,0,0.250485,1646.097333,1794.246093,1159.360264,486.737069,0,0,0,794.834095,643.018749,0,2692.167314,1263.702688,530.543405,87.140942,64,95,0.006717,24.002836,1.677192,34.611352,34.611352,0,0,0,2212.458485,-219.45394,0.66382,0.211868,63.868771,124.820257,0,0,0,336.564057,131.610015,0,66.724233,77.39,54.398122,32.465,61.095585,0.004011,310.724715,160.14065,18.358725,3.191667,200,0.976067,0.071633,46.398424,112.291997,118.064284,63.868771
5965.257099,0.397211,4269.146324,0,0,0,0.079724,0.055616,0,0.261871,1556.064932,1696.110776,1180.338072,375.72686,0,0,0,856.861285,597.746483,0,2814.538556,1286.568498,409.542277,88.092212,64,72,0.006681,23.163396,1.572094,34.454066,34.454066,0,0,0,1817.947398,-223.727628,1.520682,0.487412,63.868771,124.608812,0,0,0,771.796417,115.167565,0,66.724233,75.59,53.688023,32.915,61.095585,0.00402,264.814696,98.783541,15.770012,2.991667,205.833333,0.976067,0.071872,44.690851,110.786318,111.042084,63.868771
5583.748785,0.439851,4727.433114,0,0,0,0.096187,0.070407,0,0.273257,785.610707,856.315671,0,785.610707,0,0,0,1033.799,756.724316,0,2936.909797,0,856.315671,88.239367,64,72,0.006655,22.967237,1.480133,34.423149,34.423149,0,0,0,1087.61182,-125.110392,0,0,63.868771,125.268328,0,0,0,0,153.545017,0,66.724233,73.475,52.886146,32.75,61.095585,0.004055,173.628628,34.585647,9.694463,2.816667,210,0.976067,0.072154,42.726156,109.069315,68.659257,63.868771
12352.50939,0.53699,5771.456396,0,0,0,0.127268,0.088693,0.025,0.296028,6037.663297,6581.052994,4756.776274,1280.887023,0,0,0,1367.855047,953.254069,268.695,3181.65228,5184.886139,1396.166855,86.011935,64,95,0.006587,24.404986,1.125426,104.599669,4.59967,99.999999,0,0,78.577262,-734.384445,6.16778,1.98744,63.868771,124.649635,0,0,0,3134.398721,202.907575,0,66.724233,70.19,51.259363,31.85,61.095585,0.003923,15.356171,0.903203,0.61636,2.141667,210,0.976067,0.072616,39.365029,106.190033,0.459785,63.868771
8806.66164,0.548924,5899.72257,0,0,0,0.159212,0.08299,0.005,0.301721,2666.916578,2906.93907,1667.8247,999.091878,0,0,0,1711.18054,891.965129,53.739,3242.837901,1817.928924,1089.010147,84.711278,64,95,0.006556,25.308425,0.350327,26.920402,26.920402,0,0,0,0,318.654719,1.398386,0.461658,63.868771,125.106955,0,0,0,714.89413,241.320236,0,66.724233,67.07,51.177326,35.72,61.095585,0.004584,0,0,0,0.666667,210,0.975491,0.072926,37.28697,104.420199,0,63.868771
6123.286106,0.517764,5564.819364,0,0,0,0.165978,0.067143,0,0.284643,512.354809,558.466742,0,512.354809,0,0,0,1783.894634,721.643691,0,3059.281039,0,558.466742,81.99166,64,95,0.006594,27.778846,0,26.059992,26.059992,0,0,0,0,250.645764,0.001196,0.000379,63.868771,124.611031,0,0,0,0.605451,230.335131,0,66.724233,64.865,51.175048,38.705,61.095585,0.005082,0,0,0,0,210,0.97508,0.073144,36.022459,103.363582,0,63.868771
13306.24081,0.468697,5037.464308,0,0,0,0.141075,0.060058,0,0.267564,7586.033485,8268.776499,7287.159847,298.873639,0,0,0,1516.25009,645.490042,0,2875.724176,7943.004233,325.772266,79.568887,64,95,0.006626,30.209385,0,25.137509,25.137509,0,0,0,0,343.834731,9.617434,3.113082,63.868771,124.904726,0,0,0,4892.880178,208.400128,0,66.724233,63.305,50.472726,38.585,61.095585,0.005064,0,0,0,0,210,0.97508,0.073364,34.56086,102.148472,0,63.868771
4851.682507,0.419576,4509.520401,0,0,0,0.106834,0.056564,0,0.256178,313.91019,342.162107,100.429019,213.48117,0,0,0,1148.229343,607.938123,0,2753.352935,109.467631,232.694476,77.06474,64,95,0.006656,32.94955,0,23.885421,23.885421,0,0,0,0,223.127814,0,0,63.868771,124.782713,0,0,0,0,170.022676,0,66.724233,62.045,49.968121,38.765,61.095585,0.005085,0,0,0,0,210,0.97508,0.073539,33.406539,101.197516,0,63.868771
5373.147232,0.371848,3996.545868,0,0,0,0.091924,0.05221,0,0.227714,1262.937031,1376.601363,1126.309081,136.627949,0,0,0,987.978818,561.14222,0,2447.424831,1227.676899,148.924465,74.770608,64,95,0.006687,35.720964,0,22.721412,22.721412,0,0,0,0,220.893535,0.267842,0.084949,63.868771,124.757431,0,0,0,135.59273,148.087673,0,66.724233,60.785,49.565543,38.945,61.095585,0.005162,0,0,0,0,210,0.97508,0.073708,32.244052,100.246561,0,63.868771
4464.269876,0.293946,3159.276389,0,0,0,0.04129,0.047714,0,0.204943,1197.241731,1304.993487,1103.310016,93.931715,0,0,0,443.771363,512.822678,0,2202.682348,1202.607918,102.385569,72.939684,64,95,0.006723,38.185844,0,21.955577,21.955577,0,0,0,0,231.964205,1.236999,0.400976,63.868771,125.093225,0,0,0,629.543728,82.247457,0,66.724233,59.63,49.175305,39.125,61.095585,0.005222,0,0,0,0,210,0.97508,0.073864,31.073265,99.295605,0,63.868771
29378.14287,0.265409,2852.559599,0,0,0,0.020502,0.045657,0,0.19925,24335.3975,26525.58328,24275.62277,59.774728,0,0,0,220.351421,490.711451,0,2141.496727,26460.42882,65.154453,73.866827,64,95,0.006836,37.689379,0,23.414312,23.414312,0,0,0,0,2580.333151,39.946533,7.654558,63.866713,122.09283,0,0,0,18274.75202,21.935002,0,66.724233,58.445,48.762827,39.41,61.095585,0.00528,0,0,0,0,210,0.97508,0.074027,30.124577,98.529558,0,63.866203
2695.38481,0.244723,2630.230356,0,0,0,0.012301,0.044557,0,0.187864,59.774728,65.154453,0,59.774728,0,0,0,132.210853,478.894018,0,2019.125485,0,65.154453,71.315822,64,95,0.006923,41.540366,0,23.253592,23.253592,0,0,0,0,179.822039,0,0,63.866203,124.931349,0,0,0,0,10.985106,0,66.724233,57.185,48.221994,39.665,61.095585,0.005292,0,0,0,0,210,0.97508,0.074206,29.103127,97.710679,0,63.866203
3746.382265,0.233112,2505.436673,0,0,0,0.008201,0.04274,0,0.182171,1138.482195,1240.945592,1104.325208,34.156987,0,0,0,88.140568,459.35624,0,1957.939865,1203.714476,37.231116,69.117418,64,95,0.006949,44.925411,0,21.845851,21.845851,0,0,0,0,183.074484,0,0,63.866203,124.931349,0,0,0,0,2.746276,0,66.724233,55.925,47.681657,39.845,61.095585,0.005306,0,0,0,0,169.166667,0.97508,0.074385,27.909512,96.759724,0,63.866203
2469.664735,0.226319,2432.433619,0,0,0,0.008201,0.04164,0,0.176478,34.156987,37.231116,0,34.156987,0,0,0,88.140568,447.538807,0,1896.754244,0,37.231116,67.963505,64,95,0.006977,46.920957,0,21.675259,21.675259,0,0,0,0,187.257859,0,0,63.866203,124.931349,0,0,0,0,2.746276,0,66.724233,54.77,47.279041,40.025,61.095585,0.005367,0,0,0,0,140,0.97508,0.074545,26.707066,95.808768,0,63.866203
3768.695778,0.232548,2499.374062,0,0,0,0.009117,0.041259,0,0.182171,1164.515335,1269.321716,1104.740608,59.774728,0,0,0,97.992477,443.44172,0,1957.939865,1204.167262,65.154453,66.831989,64,95,0.007005,48.987577,0,21.772561,21.772561,0,0,0,0,193.66338,0,0,63.866203,124.931349,0,0,0,0,10.985106,0,66.724233,53.585,46.815841,40.205,61.095585,0.005407,0,0,0,0,140,0.97508,0.074712,25.732516,95.042721,0,63.866203
5620.130164,0.255098,2741.740862,0,0,0,0.025017,0.042217,0,0.187864,2640.724131,2878.389302,2546.792416,93.931715,0,0,0,268.879862,453.735515,0,2019.125485,2776.003733,102.385569,66.260229,64,95,0.007041,50.2153,0,22.400933,22.400933,0,0,0,0,241.674849,3.204493,1.041636,63.866203,124.796054,0,0,0,1632.059299,76.790113,0,66.724233,52.325,46.253198,40.385,61.095585,0.005418,0,0,0,0,140,0.97508,0.074895,24.682944,94.223843,0,63.866203
3775.564298,0.329637,3542.869822,0,0,0,0.058733,0.047768,0.0125,0.210635,213.48117,232.694476,0,213.48117,0,0,0,631.255693,513.398661,134.3475,2263.867969,0,232.694476,65.040215,64,95,0.007054,52.485969,0,54.852978,4.852979,50,0,0,6.740063,-26.101183,0,0,63.866203,124.633596,0,0,0,0,263.255239,0,66.724233,51.065,45.755759,40.565,61.095585,0.005462,13.049223,1.067832,0.845294,0,140,0.97508,0.075074,23.456184,93.272887,3.969139,63.866203
5571.678549,0.369963,3976.285532,0,0,0,0.074326,0.054037,0.0025,0.2391,1463.663318,1595.393017,1105.014952,358.648366,0,0,0,798.837806,580.782153,26.8695,2569.796072,1204.466298,390.926719,65.145708,64,95,0.007069,52.403323,0,20.980723,20.980723,0,0,0,142.655028,237.208067,0,0,63.866203,124.633596,0,0,0,0,279.697688,0,66.724233,52.325,46.453223,40.85,61.095585,0.005515,157.805785,33.135721,10.777496,0,140,0.97508,0.074884,24.610018,94.171012,57.588705,63.866203
7046.867208,0.379875,4082.8153,0,0,0,0.078987,0.056095,0,0.244793,2719.313678,2964.051909,2326.508324,392.805354,0,0,0,848.940226,602.893381,0,2630.981693,2535.894073,428.157836,65.851852,64,95,0.007098,51.343622,0,20.023628,20.023628,0,0,0,442.42633,131.752828,2.780714,0.893706,63.866203,124.951339,0,0,0,1412.31484,268.712583,0,66.724233,53.81,47.135831,40.79,61.095585,0.005513,242.229503,94.539635,18.966279,0,140,0.97508,0.074667,26.036147,95.28046,97.361959,63.866203
10836.18079,0.38256,4111.673157,0,0,0,0.081193,0.056573,0,0.244793,6169.273059,6724.507634,5759.389212,409.883847,0,0,0,872.651186,608.040278,0,2630.981693,6277.734241,446.773394,68.259509,64,95,0.00712,47.401444,0,19.74744,19.74744,0,0,0,912.0833,126.227897,7.040027,2.288552,63.866203,125.087032,0,0,0,3585.570329,235.827683,0,66.724233,56.165,47.835339,39.8,61.095585,0.005329,285.392317,153.044406,23.113502,0,140,0.97508,0.074348,28.069253,96.891801,119.761648,63.866203
8977.528107,0.377816,4060.688248,0,0,0,0.078986,0.054037,0,0.244793,4510.862256,4916.839859,4152.21389,358.648366,0,0,0,848.924401,580.782153,0,2630.981693,4525.91314,390.926719,71.871373,64,95,0.007128,41.987933,0.122615,16.574037,16.574037,0,0,0,1438.698373,110.572247,5.650756,1.820919,63.866203,125.057241,0,0,0,2871.843344,213.892681,0,66.724233,62.15,50.204968,39.2,61.095585,0.005188,307.317125,196.295994,24.988998,0.233333,140,0.97508,0.073513,33.468156,101.276763,128.374886,63.866203
6005.891368,0.382366,4109.58864,0,0,0,0.075927,0.055953,0,0.250485,1739.727273,1896.302727,1312.764932,426.962341,0,0,0,816.051584,601.369743,0,2692.167314,1430.913776,465.388952,76.441457,64,95,0.007147,36.126484,0.486079,16.975272,16.975272,0,0,0,1875.89279,52.898474,1.493673,0.490792,63.866203,124.57523,0,0,0,762.757103,170.022676,0,66.724233,67.4,52.275047,38.675,61.095585,0.005094,316.879511,219.090724,25.622968,0.925,140,0.975656,0.072834,38.343885,105.318324,126.371894,63.866203
5974.689918,0.389726,4188.696482,0,0,0,0.07372,0.059828,0,0.256178,1638.526088,1785.993435,1151.789019,486.737069,0,0,0,792.324799,643.018749,0,2753.352935,1255.450031,530.543405,80.557133,64,95,0.007152,31.584729,0.468563,18.211183,18.211183,0,0,0,2148.558533,43.553972,1.129988,0.356791,63.866203,124.65256,0,0,0,571.464361,148.087673,0,66.724233,70.37,53.379609,38.195,61.095585,0.005023,316.82668,219.128948,25.622968,0.891667,140,0.976067,0.072464,41.043538,107.616466,115.168662,63.866203
4581.564429,0.386442,4153.406593,0,0,0,0.07307,0.057194,0,0.256178,392.805354,428.157836,0,392.805354,0,0,0,785.342845,614.710814,0,2753.352935,0,428.157836,83.756726,64,95,0.007156,28.476678,0.131373,18.393797,18.393797,0,0,0,2234.489213,0.341456,0.218621,0.072749,63.866203,125.278111,0,0,0,111.992435,131.610015,0,66.724233,72.89,54.259774,37.7,61.095585,0.004945,307.369956,196.659654,25.121075,0.25,140,0.976067,0.07213,43.241433,109.518377,106.172197,63.866203
5860.160446,0.384267,4130.020158,0,0,0,0.073953,0.059828,0,0.250485,1587.284669,1730.140289,1100.5476,486.737069,0,0,0,794.834095,643.018749,0,2692.167314,1199.596884,530.543405,86.129893,64,95,0.007155,26.385586,0,19.161018,19.161018,0,0,0,2112.550351,-2.410385,0,0,63.866203,125.263391,0,0,0,0,131.610015,0,66.724233,74.675,54.719175,37.19,61.095585,0.004801,285.313071,153.471611,23.271995,0,175,0.976067,0.071906,44.783555,110.865564,114.060525,63.866203
5878.115307,0.397211,4269.146324,0,0,0,0.079724,0.055616,0,0.261871,1476.118333,1608.968983,1100.391473,375.72686,0,0,0,856.861285,597.746483,0,2814.538556,1199.426706,409.542277,85.96907,64,72,0.007076,26.226939,0.122615,20.550115,20.550115,0,116.99774,0,1722.822611,-907.504849,0.963347,0.309229,63.866203,124.745138,0,0,0,489.132595,115.167565,0,66.724233,73.835,55.365455,39.77,61.095585,0.005359,241.886102,94.863215,19.01911,0.233333,200,0.976067,0.071955,44.603167,110.707071,106.055938,63.866203
5583.748785,0.439851,4727.433114,0,0,0,0.096187,0.070407,0,0.273257,785.610707,856.315671,0,785.610707,0,0,0,1033.799,756.724316,0,2936.909797,0,856.315671,85.108451,64,72,0.006986,26.621482,0.670001,24.731163,24.731163,0,147.644309,0,1017.94654,-261.510184,0,0,63.866203,124.599687,0,0,0,0,153.545017,0,66.724233,70.97,55.842074,44.03,61.095585,0.00628,155.851043,33.414174,10.935988,1.275,200,0.976067,0.072237,42.877127,109.201392,64.835576,63.866203
10094.80993,0.53699,5771.456396,0,0,0,0.127268,0.088693,0.025,0.296028,3966.379389,4323.353534,2685.492366,1280.887023,0,0,0,1367.855047,953.254069,268.695,3181.65228,2927.186679,1396.166855,84.724936,64,95,0.00702,27.066538,1.304969,105.559406,5.559407,99.999999,0,0,66.452962,815.489113,2.951527,0.940231,63.866203,124.548183,0,0,0,1495.85152,202.907575,0,66.724233,67.415,56.636524,48.725,61.095585,0.007558,12.714627,0.924302,0.686801,2.483333,200,0.975491,0.072534,40.674407,107.299481,0.510158,63.866203
25516.25403,0.548924,5899.72257,0,0,0,0.159212,0.08299,0.005,0.301721,17996.81785,19616.53146,16997.72597,999.091878,0,0,0,1711.18054,891.965129,53.739,3242.837901,18527.52131,1089.010147,86.137979,64,95,0.00719,26.566852,1.15608,34.155089,34.155089,0,0,0,0,3476.507192,56.011457,2.274478,63.866203,118.110442,0,0,0,19482.673,241.320236,0,66.724233,65,55.653835,48.905,61.095585,0.007536,0,0,0,2.2,200,0.97508,0.07284,38.442202,105.39757,0,63.866203
35996.49399,0.517764,5564.819364,0,0,0,0.165978,0.067143,0,0.284643,27918.96755,30431.67463,27406.61274,512.354809,0,0,0,1783.894634,721.643691,0,3059.281039,29873.20789,558.466742,85.40359,64,95,0.007454,28.132635,0.372223,31.507544,31.507544,0,0,0,0,2109.332924,31.320195,5.828313,63.866203,116.011055,0,0,0,14207.77974,230.335131,0,66.724233,63.56,54.220149,47.165,61.095585,0.00704,0,0,0,0.708333,200,0.97508,0.073098,36.624061,103.865475,0,63.866203
